gene	seqnames	start	end	strand	name	locus	locus_alt	synonyms	product
SGL_RS11545	chromosome	2045078	2046364	-	pilT2	sll1533	SGL_RS11545	RS11545	type IV pilus twitching motility protein PilT2
NCL1010	chromosome	2046389	2046497	-	ncl1010	ncl1010	NA	NA	NCL1010-RNA
SGL_RS11550	chromosome	2046961	2047335	+	slr1634	slr1634	SGL_RS11550	RS11550	hypothetical protein
SGL_RS11555	chromosome	2047495	2048130	-	sll1532	sll1532	SGL_RS11555	RS11555	hypothetical protein
SSL2982-AS	chromosome	2048078	2048158	+	ssl2982-as	ssl2982-as	NA	NA	SSL2982-AS-RNA
SGL_RS11560	chromosome	2048144	2048374	-	rpoZ	ssl2982	SGL_RS11560	RS11560 // ycf61	DNA-directed RNA polymerase subunit omega
SGL_RS11565	chromosome	2048497	2049513	+	slr1635	slr1635	SGL_RS11565	RS11565	IS4-like element IS4Sa family transposase
SGL_RS11570	chromosome	2049510	2050130	+	slr1636	slr1636	SGL_RS11570	RS11570	DUF309 domain-containing protein
SLR1636-AS	chromosome	2049584	2049646	-	slr1636-as	slr1636-as	NA	NA	SLR1636-AS-RNA
SGL_RS11575	chromosome	2050184	2050256	+	SGL_RS11575	SGL_RS11575	NA	RS11575 // ST6803t22	tRNA-His
SGL_RS11580	chromosome	2050496	2050819	+	slr1638	slr1638	SGL_RS11580	RS11580	DUF760 domain-containing protein
SGL_RS11585	chromosome	2050948	2051412	+	smpB	slr1639	SGL_RS11585	RS11585	SsrA-binding protein SmpB
SGL_RS11590	chromosome	2051479	2053305	-	sll1531	sll1531	SGL_RS11590	RS11590	hypothetical protein
SLL1531-AS	chromosome	2052544	2052592	+	sll1531-as	sll1531-as	NA	NA	SLL1531-AS-RNA
SGL_RS11595	chromosome	2053319	2054479	-	sll1530	sll1530	SGL_RS11595	RS11595	FkbM family methyltransferase
SGL_RS11600	chromosome	2054482	2057472	-	sll1528	sll1528	SGL_RS11600	RS11600	glycosyltransferase
SLL1528-AS2	chromosome	2055171	2055208	+	sll1528-as2	sll1528-as2	NA	NA	SLL1528-AS2-RNA
SLL1528-AS	chromosome	2055328	2055382	+	sll1528-as	sll1528-as	NA	NA	SLL1528-AS-RNA
SGL_RS11605	chromosome	2057469	2060975	-	sll1527	sll1527	SGL_RS11605	RS11605	glycosyltransferase
SLL1527-AS	chromosome	2058371	2058459	+	sll1527-as	sll1527-as	NA	NA	SLL1527-AS-RNA
SGL_RS11610	chromosome	2061101	2062621	-	sll1526	sll1526	SGL_RS11610	RS11610	class I SAM-dependent methyltransferase
SGL_RS11615	chromosome	2062905	2065523	+	clpB2	slr1641	SGL_RS11615	RS11615	ATP-dependent chaperone ClpB
SLR1641-AS	chromosome	2063839	2063865	-	slr1641-as	slr1641-as	NA	NA	SLR1641-AS-RNA
SGL_RS11620	chromosome	2065509	2065808	-	ssl2971	ssl2971	SGL_RS11620	RS11620	hypothetical protein
SLL1525-AS	chromosome	2065963	2066032	+	sll1525-as	sll1525-as	NA	NA	SLL1525-AS-RNA
SGL_RS11625	chromosome	2066001	2066999	-	prk	sll1525	SGL_RS11625	RS11625	phosphoribulokinase monomer
NCL1020	chromosome	2067108	2067215	-	ncl1020	ncl1020	NA	NA	NCL1020-RNA
NCR0970	chromosome	2067396	2067472	+	ncr0970	ncr0970	NA	NA	NCR0970-RNA
SGL_RS11630	chromosome	2067522	2068763	+	petH	slr1643	SGL_RS11630	RS11630	ferredoxin--NADP reductase (small isoform) // ferredoxin--NADP reductase (large isoform)
SGL_RS11635	chromosome	2068855	2069694	-	sll1524	sll1524	SGL_RS11635	RS11635	5-amino-6-(5-phospho-<small>D</small>-ribitylamino)uracil phosphatase
SLL1524-AS	chromosome	2068880	2068992	+	sll1524-as	sll1524-as	NA	NA	SLL1524-AS-RNA
SGL_RS11640	chromosome	2070019	2070891	+	pitT	slr1644	SGL_RS11640	RS11640	tetratricopeptide repeat protein PitT
SGL_RS11645	chromosome	2070975	2071382	+	psb27	slr1645	SGL_RS11645	RS11645	photosystem II assembly protein Psb27
SGL_RS13220	chromosome	2071379	2072074	+	rnc	slr1646	SGL_RS11650	RS11650	ribonuclease III
SLR1646-AS	chromosome	2071873	2071901	-	slr1646-as	slr1646-as	NA	NA	SLR1646-AS-RNA
SGL_RS11655	chromosome	2072108	2072887	+	fetB	slr1647	SGL_RS11655	RS11655	iron export ABC transporter permease subunit FetB
SLR1647-AS	chromosome	2072830	2072873	-	slr1647-as	slr1647-as	NA	NA	SLR1647-AS-RNA
NCR0980	chromosome	2073040	2073126	+	ncr0980	ncr0980	NA	NA	NCR0980-RNA
SGL_RS11660	chromosome	2073161	2074603	+	slr1648	slr1648	SGL_RS11660	RS11660	carotenoid oxygenase family protein
SGL_RS11665	chromosome	2074694	2074957	+	ssr2754	ssr2754	SGL_RS11665	RS11665	type II toxin-antitoxin system Phd/YefM family antitoxin
SGL_RS11670	chromosome	2074954	2075214	+	ssr2755	ssr2755	SGL_RS11670	RS11670	Txe/YoeB family addiction module toxin
SSR2755-AS	chromosome	2075019	2075065	-	ssr2755-as	ssr2755-as	NA	NA	SSR2755-AS-RNA
SGL_RS11675	chromosome	2075381	2075971	+	cpcT	slr1649	SGL_RS11675	RS11675	phycobiliprotein &beta;-cysteine-153 phycobilin lyase
SGL_RS11680	chromosome	2075968	2076507	-	pgsA	sll1522	SGL_RS11680	RS11680	CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase
SGL_RS11685	chromosome	2076547	2078340	-	flv1	sll1521	SGL_RS11685	RS11685	diflavin flavoprotein
SLL1521-AS	chromosome	2077493	2077564	+	sll1521-as	sll1521-as	NA	NA	SLL1521-AS-RNA
SGL_RS11690	chromosome	2078366	2080120	-	recN	sll1520	SGL_RS11690	RS11690	DNA repair protein RecN
SGL_RS11695	chromosome	2080885	2082720	+	slr0442	slr0442	SGL_RS11695	RS11695	hypothetical protein
SLR0442-AS	chromosome	2081592	2081727	-	slr0442-as	slr0442-as	NA	NA	SLR0442-AS-RNA
SLR0442-AS2	chromosome	2081611	2081672	-	slr0442-as2	slr0442-as2	NA	NA	SLR0442-AS2-RNA
SLR0442-AS3	chromosome	2082173	2082366	-	slr0442-as3	slr0442-as3	NA	NA	SLR0442-AS3-RNA
SGL_RS11700	chromosome	2082864	2083916	-	sll0428	sll0428	SGL_RS11700	RS11700	2OG-Fe(II) oxygenase
SGL_RS11705	chromosome	2084143	2084370	+	ssr0755	ssr0755	SGL_RS11705	RS11705	DUF2281 domain-containing protein
SGL_RS18930	chromosome	2084482	2084760	+	vapC5	ssr0756	SGL_RS18930	RS18930	endoribonuclease VapC5
SGL_RS11715	chromosome	2084922	2085206	+	ssr0757	ssr0757	SGL_RS11715	RS11715	BrnT family toxin
SGL_RS11720	chromosome	2085211	2085417	+	slr1005	slr1005	SGL_RS11720	RS11720	hypothetical protein
SGL_RS11725	chromosome	2085445	2085684	+	ssr0759	ssr0759	SGL_RS11725	RS11725	hypothetical protein
SGL_RS11730	chromosome	2085826	2086110	+	ssr0761	ssr0761	SGL_RS11730	RS11730	type II toxin-antitoxin system prevent-host-death family antitoxin
SSR0761-AS	chromosome	2085943	2086003	-	ssr0761-as	ssr0761-as	NA	NA	SSR0761-AS-RNA
SGL_RS18935	chromosome	2086107	2086211	+	SGL_RS18935	SGL_RS18935	NA	RS18935	type II toxin-antitoxin system YoeB family toxin
SGL_RS11735	chromosome	2086305	2087129	-	psbO	sll0427	SGL_RS11735	RS11735	photosystem II manganese-stabilizing polypeptide
NCL1040	chromosome	2087192	2087264	-	ncl1040	ncl1040	NA	NA	NCL1040-RNA
SGL_RS11740	chromosome	2087407	2087733	+	slr0443	slr0443	SGL_RS11740	RS11740	hypothetical protein
SGL_RS11745	chromosome	2087804	2087875	-	SGL_RS11745	SGL_RS11745	NA	RS11745 // ST6803t23	tRNA-Gln
SGL_RS11750	chromosome	2088130	2088636	-	sll0426	sll0426	SGL_RS11750	RS11750	hypothetical protein
SGL_RS11755	chromosome	2088680	2090023	+	aroA	slr0444	SGL_RS11755	RS11755	3-phosphoshikimate 1-carboxyvinyltransferase
SLR0444-AS	chromosome	2090002	2090056	-	slr0444-as	slr0444-as	NA	NA	SLR0444-AS-RNA
SGL_RS11760	chromosome	2090026	2091630	-	sll0424	sll0424	SGL_RS11760	RS11760	radical SAM protein
SGL_RS11765	chromosome	2091711	2092178	-	sll0423	sll0423	SGL_RS11765	RS11765	hypothetical protein
SGL_RS11770	chromosome	2092400	2092471	+	SGL_RS11770	SGL_RS11770	NA	RS11770 // ST6803t24	tRNA-Asn
SGL_RS11775	chromosome	2092519	2093508	-	ladC	sll0422	SGL_RS11775	RS11775	isoaspartyl peptidase/L-asparaginase
SGL_RS11780	chromosome	2093629	2094924	-	purB	sll0421	SGL_RS11780	RS11780	adenylosuccinate lyase
SLL0421-AS	chromosome	2093970	2094049	+	sll0421-as	sll0421-as	NA	NA	SLL0421-AS-RNA
SGL_RS11785	chromosome	2095079	2095666	+	slr0445	slr0445	SGL_RS11785	RS11785	Uma2 family endonuclease
SLR0445-AS	chromosome	2095676	2095783	-	slr0445-as	slr0445-as	NA	NA	SLR0445-AS-RNA
SGL_RS11790	chromosome	2095723	2096040	-	ureB	sll0420	SGL_RS11790	RS11790	urease subunit beta
SGL_RS11795	chromosome	2096076	2096540	-	sll0419	sll0419	SGL_RS11795	RS11795	hypothetical protein
SGL_RS11800	chromosome	2096618	2097574	-	vte1	sll0418	SGL_RS11800	RS11800	2-methyl-6-phytyl-1,4-benzoquinone methyltransferase [multifunctional]
SGL_RS11805	chromosome	2097643	2098602	+	holB	slr0446	SGL_RS11805	RS11805	DNA polymerase III subunit &delta;'
NCR1010	chromosome	2098675	2098785	+	ncr1010	ncr1010	NA	NA	NCR1010-RNA
SGL_RS11810	chromosome	2098921	2100261	+	urtA	slr0447	SGL_RS11810	RS11810	urea ABC transporter substrate-binding protein
SGL_RS11815	chromosome	2100463	2101980	+	radA	slr0448	SGL_RS11815	RS11815	DNA repair protein RadA
SGL_RS11820	chromosome	2101977	2102561	-	sll0274	sll0274	SGL_RS11820	RS11820	pentapeptide repeat-containing protein
SLL0274-AS	chromosome	2102232	2102334	+	sll0274-as	sll0274-as	NA	NA	SLL0274-AS-RNA
SGL_RS11825	chromosome	2102769	2104391	-	nhaS2	sll0273	SGL_RS11825	RS11825	Na<sup>+</sup>/H<sup>+</sup> antiporter NhaS2
SGL_RS11830	chromosome	2104439	2104912	-	ndhV	sll0272	SGL_RS11830	RS11830	ferredoxin-plastoquinone oxidoreductase subunit V
SGL_RS11835	chromosome	2104943	2105608	-	nusB	sll0271	SGL_RS11835	RS11835	transcription antitermination factor NusB
SLL0271-AS	chromosome	2105153	2105240	+	sll0271-as	sll0271-as	NA	NA	SLL0271-AS-RNA
SGL_RS11840	chromosome	2105837	2107645	+	slr0280	slr0280	SGL_RS11840	RS11840	regulator of photomixotrophic growth
SGL_RS11845	chromosome	2107664	2110159	-	priA	sll0270	SGL_RS11845	RS11845	primosomal protein N'
SGL_RS11850	chromosome	2110166	2110579	-	sll0269	sll0269	SGL_RS11850	RS11850	hypothetical protein
SGL_RS11855	chromosome	2110697	2111044	-	sll0268	sll0268	SGL_RS11855	RS11855	YtxH domain-containing protein
SGL_RS11860	chromosome	2111141	2115877	-	sll0267	sll0267	SGL_RS11860	RS11860	GGDEF and EAL domains-containing protein
SLL0267-AS	chromosome	2114204	2114236	+	sll0267-as	sll0267-as	NA	NA	SLL0267-AS-RNA
SLL0267-AS2	chromosome	2115240	2115306	+	sll0267-as2	sll0267-as2	NA	NA	SLL0267-AS2-RNA
NCL1045	chromosome	2115892	2116047	-	ncl1045	ncl1045	NA	NA	NCL1045-RNA
SGL_RS11865	chromosome	2116083	2117312	-	sll0266	sll0266	SGL_RS11865	RS11865	hypothetical protein
SGL_RS11870	chromosome	2117309	2118214	-	sll0265	sll0265	SGL_RS11870	RS11870	ferritin-like domain-containing protein
SGL_RS11875	chromosome	2118198	2119337	-	sll0264	sll0264	SGL_RS11875	RS11875	aromatic ring-hydroxylating dioxygenase subunit alpha
SGL_RS11880	chromosome	2119301	2120020	-	sll0263	sll0263	SGL_RS11880	RS11880	hypothetical protein
SLL0263-AS	chromosome	2119696	2119748	+	sll0263-as	sll0263-as	NA	NA	SLL0263-AS-RNA
SGL_RS11885	chromosome	2120067	2121146	-	desD	sll0262	SGL_RS11885	RS11885	<i>sn</i>-1 linoleoyl-lipid 6-desaturase
NCL1050	chromosome	2121482	2121631	-	ncl1050	ncl1050	NA	NA	NCL1050-RNA
SGL_RS11890	chromosome	2121641	2123347	-	sll0261	sll0261	SGL_RS11890	RS11890	NAD-binding protein
SGL_RS20150	chromosome	2123386	2123508	-	SGL_RS20150	SGL_RS20150	NA	RS20150	hypothetical protein
SGL_RS11895	chromosome	2123646	2123996	+	slr0284	slr0284	SGL_RS11895	RS11895	phage holin family protein
SGL_RS11900	chromosome	2124122	2124973	+	slr0285	slr0285	SGL_RS11900	RS11900	radical SAM protein
SGL_RS11905	chromosome	2124966	2126246	+	slr0286	slr0286	SGL_RS11905	RS11905	hypothetical protein
SGL_RS11910	chromosome	2126243	2127589	-	sll0260	sll0260	SGL_RS11910	RS11910	hemolysin family protein
SGL_RS11915	chromosome	2127879	2128127	+	rpsP	ssr0482	SGL_RS11915	RS11915 // rps16	30S ribosomal protein S16
SGL_RS11920	chromosome	2128168	2128524	+	slr0287	slr0287	SGL_RS11920	RS11920	KH domain-containing protein
NCR1020	chromosome	2128617	2128685	+	ncr1020	ncr1020	NA	NA	NCR1020-RNA
NCL1060	chromosome	2128632	2128695	-	ncl1060	ncl1060	NA	NA	NCL1060-RNA
SGL_RS11925	chromosome	2128767	2130941	+	glnN	slr0288	SGL_RS11925	RS11925	glutamine synthetase type III monomer
SGL_RS11930	chromosome	2131105	2131539	+	slr0291	slr0291	SGL_RS11930	RS11930	DUF29 domain-containing protein
SGL_RS11935	chromosome	2131616	2132098	-	psbV	sll0258	SGL_RS11935	RS11935 // petK	cytochrome <i>c</i><sub>550</sub>
SGL_RS11940	chromosome	2132257	2132457	-	ssl0483	ssl0483	SGL_RS11940	RS11940	hypothetical protein
SGL_RS11945	chromosome	2132715	2133545	+	slr0292	slr0292	SGL_RS11945	RS11945	sirohydrochlorin chelatase
SGL_RS11950	chromosome	2133549	2134022	-	tsaE	sll0257	SGL_RS11950	RS11950	tRNA (adenosine(37)-N6)-threonylcarbamoyltransferase complex ATPase subunit type 1 TsaE
SLL0257-AS	chromosome	2133990	2134042	+	sll0257-as	sll0257-as	NA	NA	SLL0257-AS-RNA
SLR0293-AS	chromosome	2134085	2134192	-	slr0293-as	slr0293-as	NA	NA	SLR0293-AS-RNA
SGL_RS11955	chromosome	2134202	2137153	+	gcvP	slr0293	SGL_RS11955	RS11955	glycine cleavage system P-protein
SGL_RS11960	chromosome	2137259	2137738	+	slr0294	slr0294	SGL_RS11960	RS11960	hypothetical protein
SGL_RS11965	chromosome	2137707	2138081	+	slr0392	slr0392	SGL_RS11965	RS11965	hypothetical protein
SGL_RS11970	chromosome	2138074	2138439	+	slr0393	slr0393	SGL_RS11970	RS11970	HNH endonuclease
SGL_RS18940	chromosome	2138496	2138621	+	SGL_RS18940	SGL_RS18940	NA	RS18940	DUF433 domain-containing protein
SGL_RS11975	chromosome	2138723	2139142	-	sll0364	sll0364	SGL_RS11975	RS11975	DUF2358 domain-containing protein
SLL0364-AS	chromosome	2139093	2139228	+	sll0364-as	sll0364-as	NA	NA	SLL0364-AS-RNA
SGL_RS11980	chromosome	2139193	2140395	+	pgk	slr0394	SGL_RS11980	RS11980	phosphoglycerate kinase
SLR0394-AS	chromosome	2140198	2140242	-	slr0394-as	slr0394-as	NA	NA	SLR0394-AS-RNA
SGL_RS11985	chromosome	2140664	2141593	+	ntcB	slr0395	SGL_RS11985	RS11985	nitrate assimilation transcriptional activator NtcB
SGL_RS11990	chromosome	2141613	2144246	-	alaS	sll0362	SGL_RS11990	RS11990	alanine--tRNA ligase
SGL_RS11995	chromosome	2144427	2144846	-	sll0361	sll0361	SGL_RS11995	RS11995	hypothetical protein
SGL_RS12000	chromosome	2144979	2145812	-	sll0360	sll0360	SGL_RS12000	RS12000	type II CAAX endopeptidase family protein
SGL_RS12005	chromosome	2146000	2146467	-	sll0359	sll0359	SGL_RS12005	RS12005	AbrB family transcriptional regulator
NCR1030	chromosome	2146618	2146647	+	ncr1030	ncr1030	NA	NA	NCR1030-RNA
SGL_RS12010	chromosome	2146801	2147376	+	slr0397	slr0397	SGL_RS12010	RS12010	DUF3038 domain-containing protein
SGL_RS12015	chromosome	2147548	2148033	+	slr0398	slr0398	SGL_RS12015	RS12015	hypothetical protein
SLR0398-AS	chromosome	2147790	2147814	-	slr0398-as	slr0398-as	NA	NA	SLR0398-AS-RNA
SGL_RS12020	chromosome	2148253	2149233	+	ycf39	slr0399	SGL_RS12020	RS12020	chaperon-like protein for quinone binding in photosystem II
SGL_RS12025	chromosome	2149333	2150250	+	nadK1	slr0400	SGL_RS12025	RS12025	NAD(+) kinase 1
SGL_RS12030	chromosome	2150247	2151401	+	potD	slr0401	SGL_RS12030	RS12030	periplasmic polyamine-binding protein
SGL_RS12035	chromosome	2151437	2151508	-	SGL_RS12035	SGL_RS12035	NA	RS12035 // ST6803t25	tRNA-Thr
SGL_RS12040	chromosome	2151606	2152190	+	rdgB	slr0402	SGL_RS12040	RS12040	RdgB/HAM1 family non-canonical purine NTP pyrophosphatase
SGL_RS12045	chromosome	2152291	2152629	-	glnB	ssl0707	SGL_RS12045	RS12045	nitrogen regulatory protein P-II
SLR0404-AS	chromosome	2152857	2152960	-	slr0404-as	slr0404-as	NA	NA	SLR0404-AS-RNA
SGL_RS12050	chromosome	2152932	2153933	+	slr0404	slr0404	SGL_RS12050	RS12050	DUF1517 domain-containing protein
SGL_RS20155	chromosome	2154072	2154206	-	SGL_RS20155	SGL_RS20155	NA	RS20155	hypothetical protein
SGL_RS12055	chromosome	2154205	2154498	+	ssr0657	ssr0657	SGL_RS12055	RS12055	DUF6439 family protein
SGL_RS12060	chromosome	2154516	2155172	-	trpF	sll0356	SGL_RS12060	RS12060	phosphoribosylanthranilate isomerase
SGL_RS12065	chromosome	2155273	2156265	-	sll0355	sll0355	SGL_RS12065	RS12065	DMT family transporter
SGL_RS19235	chromosome	2156344	2156436	+	SGL_RS19235	SGL_RS19235	NA	RS19235	IS1 family transposase (inactive)
SLL0354-AS	chromosome	2156403	2156491	+	sll0354-as	sll0354-as	NA	NA	SLL0354-AS-RNA
SGL_RS12070	chromosome	2156497	2156961	-	sll0354	sll0354	SGL_RS12070	RS12070	ABA4-like family protein
SGL_RS12075	chromosome	2157115	2157303	+	ssr0663	ssr0663	SGL_RS12075	RS12075	DUF2442 domain-containing protein
SGL_RS12080	chromosome	2157442	2158470	+	pyrC	slr0406	SGL_RS12080	RS12080	dihydroorotase
SGL_RS12085	chromosome	2158543	2159355	+	slr0407	slr0407	SGL_RS12085	RS12085	class I SAM-dependent methyltransferase
SGL_RS12090	chromosome	2159620	2172219	+	slr0408	slr0408	SGL_RS12090	RS12090	SwmB domain-containing protein
SLR0408-AS4	chromosome	2162257	2162318	-	slr0408-as4	slr0408-as4	NA	NA	SLR0408-AS4-RNA
SLR0408-AS	chromosome	2163130	2163252	-	slr0408-as	slr0408-as	NA	NA	SLR0408-AS-RNA
SLR0408-AS3	chromosome	2167241	2167334	-	slr0408-as3	slr0408-as3	NA	NA	SLR0408-AS3-RNA
SLR0408-AS2	chromosome	2170781	2170922	-	slr0408-as2	slr0408-as2	NA	NA	SLR0408-AS2-RNA
SGL_RS12095	chromosome	2172365	2173099	+	slr0142	slr0142	SGL_RS12095	RS12095	YoaK family protein
SGL_RS12100	chromosome	2173197	2176772	+	slr0143	slr0143	SGL_RS12100	RS12100	AAA-like domain-containing protein
SLR0143-AS2	chromosome	2173373	2173472	-	slr0143-as2	slr0143-as2	NA	NA	SLR0143-AS2-RNA
SLR0143-AS	chromosome	2176254	2176289	-	slr0143-as	slr0143-as	NA	NA	SLR0143-AS-RNA
SLR0144-AS	chromosome	2177008	2177093	-	slr0144-as	slr0144-as	NA	NA	SLR0144-AS-RNA
SGL_RS12105	chromosome	2177115	2177903	+	slr0144	slr0144	SGL_RS12105	RS12105	hypothetical protein
SLR0145-AS	chromosome	2177745	2177855	-	slr0145-as	slr0145-as	NA	NA	SLR0145-AS-RNA
SGL_RS12110	chromosome	2177900	2178310	+	slr0145	slr0145	SGL_RS12110	RS12110	hypothetical protein
SGL_RS19915	chromosome	2178325	2178837	+	slr0146	slr0146	SGL_RS19915	RS19915	phycobilisome protein
SGL_RS12120	chromosome	2178840	2179505	+	slr0147	slr0147	SGL_RS12120	RS12120	hypothetical protein
SGL_RS12125	chromosome	2179537	2180019	+	fed5	slr0148	SGL_RS12125	RS12125 // fx5 // fdx5	ferredoxin 5
SGL_RS12130	chromosome	2180073	2180543	+	slr0149	slr0149	SGL_RS12130	RS12130	hypothetical protein
SGL_RS12135	chromosome	2180577	2180888	+	fed4	slr0150	SGL_RS12135	RS12135 // fx4 // fdx4	ferredoxin 4
SLR0151-AS	chromosome	2180933	2180981	-	slr0151-as	slr0151-as	NA	NA	SLR0151-AS-RNA
SGL_RS12140	chromosome	2181013	2181975	+	slr0151	slr0151	SGL_RS12140	RS12140	tetratricopeptide repeat protein
SGL_RS12145	chromosome	2182096	2183958	+	spkG	slr0152	SGL_RS12145	RS12145	serine/threonine-protein kinase SpkG
SLR0152-AS	chromosome	2183356	2183382	-	slr0152-as	slr0152-as	NA	NA	SLR0152-AS-RNA
SGL_RS12150	chromosome	2184030	2185784	-	sll0149	sll0149	SGL_RS12150	RS12150	hypothetical protein
SGL_RS12155	chromosome	2185870	2188077	-	sll0148	sll0148	SGL_RS12155	RS12155	caspase family protein
SLL0148-AS	chromosome	2187287	2187399	+	sll0148-as	sll0148-as	NA	NA	SLL0148-AS-RNA
SGL_RS12160	chromosome	2188230	2190236	-	cruA	sll0147	SGL_RS12160	RS12160	lycopene cyclase
SGL_RS19920	chromosome	2190703	2190940	-	SGL_RS19920	SGL_RS19920	NA	RS19920	hypothetical protein
SGL_RS12165	chromosome	2190933	2192051	-	natC	sll0146	SGL_RS12165	RS12165	neutral amino acids ABC transporter permease
SGL_RS12170	chromosome	2192133	2192681	-	frr	sll0145	SGL_RS12170	RS12170	ribosome recycling factor
SLL0145-AS	chromosome	2192397	2192455	+	sll0145-as	sll0145-as	NA	NA	SLL0145-AS-RNA
SGL_RS12175	chromosome	2192668	2193390	-	pyrH	sll0144	SGL_RS12175	RS12175	UMP kinase
SGL_RS12180	chromosome	2193591	2193812	-	ssl0259	ssl0259	SGL_RS12180	RS12180	type II toxin-antitoxin system HicB family antitoxin
SGL_RS12185	chromosome	2193813	2194157	-	ssl0258	ssl0258	SGL_RS12185	RS12185	type II toxin-antitoxin system HicA family toxin
SGL_RS12190	chromosome	2194405	2197101	+	clpB1	slr0156	SGL_RS12190	RS12190	ATP-dependent chaperone ClpB1
SGL_RS12195	chromosome	2197132	2197620	+	slr0157	slr0157	SGL_RS12195	RS12195	hypothetical protein
SGL_RS12200	chromosome	2197732	2200959	-	sll0142	sll0142	SGL_RS12200	RS12200	efflux RND transporter permease subunit
SLL0142-AS	chromosome	2198126	2198146	+	sll0142-as	sll0142-as	NA	NA	SLL0142-AS-RNA
SGL_RS12205	chromosome	2201147	2202550	-	sll0141	sll0141	SGL_RS12205	RS12205	efflux RND transporter periplasmic adaptor subunit
G2PN3-359	chromosome	2202701	2202877	-	sll0140	sll0140	NA	NA	unknown protein
SGL_RS12210	chromosome	2202944	2204053	+	pilT1	slr0161	SGL_RS12210	RS12210	type IV pilus disassembly ATPase PilT1
SGL_RS20075	chromosome	2204157	2205372	+	pilC	slr0162	SGL_RS20075	RS20075 // slr0163	Type IV pilus platform protein (inactive)
SGL_RS12225	chromosome	2205774	2206451	+	clpR	slr0164	SGL_RS12225	RS12225 // clpP4	ATP-dependent Clp protease proteolytic subunit
SGL_RS12230	chromosome	2206551	2207159	+	clpP3	slr0165	SGL_RS12230	RS12230	ATP-dependent Clp protease proteolytic subunit
SGL_RS12235	chromosome	2207370	2208695	-	pepP	sll0136	SGL_RS12235	RS12235 // map4	aminopeptidase P
SGL_RS12240	chromosome	2208778	2209758	-	sll0135	sll0135	SGL_RS12240	RS12240	S-methyl-5'-thioadenosine phosphorylase
SGL_RS12245	chromosome	2209703	2209939	-	ssl0242	ssl0242	SGL_RS12245	RS12245	DUF3134 domain-containing protein
SGL_RS18950	chromosome	2210006	2210194	-	ssl0241	ssl0241	SGL_RS18950	RS18950	ribbon-helix-helix domain-containing protein
NCL1080	chromosome	2210269	2210341	-	ncl1080	ncl1080	NA	NA	NCL1080-RNA
SGL_RS18955	chromosome	2210385	2211162	+	ssr0256	ssr0256	SGL_RS18955	RS18955	IS5 family transposase (inactive)
NCR1050	chromosome	2210938	2210993	+	ncr1050	ncr1050	NA	NA	NCR1050-RNA
NCR1060	chromosome	2211085	2211177	+	ncr1060	ncr1060	NA	NA	NCR1060-RNA
SGL_RS12255	chromosome	2211283	2212479	+	bciB	slr1923	SGL_RS12255	RS12255	divinyl chlorophyllide <em>a</em> 8-vinyl-reductase
SGL_RS12260	chromosome	2212505	2213707	+	pbp7	slr1924	SGL_RS12260	RS12260	D-alanyl-D-alanine carboxypeptidase
SLR1924-AS2	chromosome	2212994	2213054	-	slr1924-as2	slr1924-as2	NA	NA	SLR1924-AS2-RNA
SLR1924-AS	chromosome	2213706	2213745	-	slr1924-as	slr1924-as	NA	NA	SLR1924-AS-RNA
SGL_RS12265	chromosome	2213707	2214735	+	cbiB	slr1925	SGL_RS12265	RS12265	adenosylcobinamide-phosphate synthase CbiB
SGL_RS12270	chromosome	2214685	2215801	-	prfB	sll1865	SGL_RS12270	RS12270	peptide chain release factor 2
NCR1070	chromosome	2215955	2216474	+	ncr1070	ncr1070	NA	NA	NCR1070-RNA
NCR1071	chromosome	2215955	2217002	+	ncr1071	ncr1071	NA	NA	NCR1071-RNA
